municipio,comunidad,entrevistador,area_ejidatario,area_posesionario,area_propietario,area_total,area_rentada,area_ajena,cultivo_maiz,ha_maiz,ha_pastura,ha_vacantes,ultimo_ano_maiz,cambio_area_maiz,cambio_rendimiento_maiz,destino_tierra_donada,fertilizante,fertilizante_kg,herbicida,herbicida_lt,insecticida,insecticida_lt,fungicida,fungicida_lt,contratacion,familiares_trabajando,riego,labranza,variedad_maiz,variedad_numero,produccion_2009,rendimiento_2009,produccion_2008,rendimiento_2008,uso_domestico,uso_forraje,uso_venta,procampo,grano,grano_humano,grano_animal,grano_total,hari,hari_humano,hari_animal,hari_total,tortilla,tortilla_humano,tortilla_animal,tortilla_total,campesino,productor,agricultor,percepcion_comunidad,hijos_permanencia,maiz_10anos,ninos_mas_12,hombres_mas_12,mujeres_mas_12,total_personas_mas_12,estudiantes_mas_12,personas_contribuyendo,personas_cultivo,economia_separado,ingreso_maiz,ingreso_otros_cultivos,ingreso_gado,ingreso_trabajador_campo,ingreso_no_asalariado,ingreso_con_salario,ingreso_jubilacion,ingreso_remesas,ingreso_programas,ingreso_otros_apoyos,ingreso_otros,electricidad,internet,celular,automotor,tv,estufa,refrigerador,computadora,lavadora,personas_casa,sexo_jefe_familia,edad,escolaridad,lugar_trabajo,sector,pago,ingresos_extra,hr_no_agricultura,agricultura,hr_agricultura
almoloya,sanfrancisco,Sonia,1.5,0,0,1.5,0,0,si,1.5,0,0,2009,sincambio,sincambio,2,si,500,no,0,no,0,no,0,no,2,no,tractor,criollo,1,6000,4,6000,4,1,0,0,si,si,30,0,30,no,0,0,0,no,0,0,0,si,no,si,campo,si,NA,0,2,1,3,0,2,2,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,si,si,no,no,no,1,hombre,65,1,2,1,3,0,0,si,48
almoloya,sanfrancisco,Tere,0,0,0.25,0.25,0,0,si,0.25,0,0,2009,sincambio,disminuyo,2,si,150,no,0,no,0,no,0,no,8,no,tractor,criollo,1,900,3.6,2100,8.4,0.29,0,0.71,no,si,6,0,6,no,0,0,0,no,0,0,0,no,no,no,campo,si,nose,0,2,1,3,0,2,0,no,si,no,no,no,no,si,no,no,no,si,no,si,no,si,no,si,si,no,no,no,1,hombre,45,4,4,2,2,0,48,no,0
almoloya,sanfrancisco,Sonia,0,0,0.17,0.17,0,0,no,0,0,0.17,2004,NA,NA,NA,si,50,si,20,no,0,no,0,no,5,no,yunta,criollo,1,NA,NA,180,1.1,1,0,0,no,no,0,0,0,no,0,0,0,si,7,0,7,no,no,no,ciudad,si,no,1,1,1,2,0,1,0,no,no,no,no,no,no,si,no,no,no,si,no,si,no,no,no,si,si,si,no,si,1,mujer,37,2,2,8,3,0,0,no,0
almoloya,sanfrancisco,Tere,0.5,0,0.3,0.8,0,0,si,0.8,0,0,2009,sincambio,disminuyo,2,si,500,si,2,si,2,no,0,si,10,si,tractor,criollo,2,2040,2.6,4080,5.1,1,0,0,no,si,NA,0,NA,no,0,0,0,no,0,0,0,si,no,si,ciudad,si,no,1,3,9,12,1,3,2,no,no,no,no,no,no,si,no,no,no,no,no,si,no,si,no,si,no,si,no,no,1,hombre,58,2,2,1,2,0,0,si,24
almoloya,sanfrancisco,Tere,0,0,0.25,0.25,0,0,no,0,0,0.25,2006,sincambio,disminuyo,2,si,NA,si,2,no,0,no,0,si,5,no,tractor,criollo,1,NA,NA,500,2,1,0,0,no,si,15,0,15,no,0,0,0,no,0,0,0,si,no,no,campo,nose,no,2,3,3,6,2,2,0,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,si,si,si,si,no,no,1,mujer,46,4,2,8,3,0,0,no,0
chapultepec,chapultepec,Pepe,2,0,0,2,0,0,si,1.5,0,0,2009,disminuyo,disminuyo,2,si,600,si,6,si,2,no,0,si,2,no,tractor,hibrido,1,4000,2.7,0,0,0.1,0,0.9,si,no,0,0,0,no,0,0,0,si,7,0,7,si,no,no,campo,nose,si,2,1,1,2,0,1,1,no,si,no,no,no,no,si,no,no,si,no,no,si,no,si,si,si,si,si,si,si,1,hombre,42,5,2,1,1,0,0,si,20
chapultepec,chapultepec,Pepe,2,0,1,3,0,0,si,3,0,0,2009,sincambio,sincambio,1,si,900,si,3,no,0,no,0,si,1,no,tractor,hibrido,1,2400,0.8,3000,1,0.24,0.76,0,si,si,14,45,59,no,0,0,0,no,0,0,0,no,no,si,campo,nose,si,0,2,3,5,1,4,2,no,no,no,si,no,no,si,no,no,si,no,no,si,no,no,si,si,si,si,no,si,1,hombre,56,6,2,1,1,0,0,si,70
chapultepec,chapultepec,Sonia,1.5,0,0,1.5,0,0,si,1.5,0,0,2009,sincambio,disminuyo,1,si,600,si,3,no,0,no,0,si,3,no,tractor,criollo,1,1500,1,1500,1,0.4,0,0.6,si,si,9,0,9,no,0,0,0,no,0,0,0,si,no,si,ciudad,si,si,4,1,1,2,0,1,1,no,si,no,no,no,si,no,no,no,no,no,no,si,no,no,si,si,si,si,no,si,1,hombre,73,1,2,1,1,0,40,si,24
chapultepec,chapultepec,Tere,0.25,0,0,0.25,0,0,si,0.25,0,0,2009,sincambio,disminuyo,1,si,150,si,1,no,0,no,0,no,2,no,yunta,criollo,1,900,3.6,1800,7.2,0.5,0.17,0.33,si,si,17,6,23,no,0,0,0,no,0,0,0,si,no,si,campo,si,si,1,1,3,4,0,1,1,no,si,no,no,no,no,no,no,no,no,si,no,si,no,no,si,si,si,no,no,no,2,hombre,72,1,2,1,1,3,0,si,45
chapultepec,chapultepec,Sonia,0.5,0,2,2.5,0,3.5,si,6,0,0,2009,sincambio,aumento,1,si,2000,si,12,no,0,no,0,si,0,no,tractor,hibrido,1,7500,1.3,7500,3,0,0,1,no,no,0,0,0,no,0,0,0,si,NA,0,NA,si,si,si,campo,no,no,1,3,2,5,0,3,1,no,si,no,no,no,si,si,no,no,no,no,no,si,si,si,si,si,si,si,si,si,1,hombre,67,2,2,1,1,0,0,si,30
chapultepec,chapultepec,Sonia,0.25,0,0,0.25,0.25,0,si,0.25,0,0,2005,NA,NA,1,si,600,si,2,no,0,no,0,no,3,no,tractor,criollo,1,NA,NA,420,1.7,0.43,0.57,0,si,no,0,0,0,no,0,0,0,si,7,0,7,no,no,no,otro,si,si,0,1,2,3,0,2,0,no,no,no,no,no,si,si,no,no,no,no,no,si,si,no,si,si,si,si,si,si,1,hombre,NA,7,2,3,1,0,63,no,0
chapultepec,chapultepec,Tere,0.27,0,0,0.27,0,0,si,0.25,0,0,2009,sincambio,disminuyo,1,si,100,si,0.5,si,0.5,no,0,si,3,no,tractor,criollo,1,850,3.4,1300,4.8,1,0,0,si,si,42,0,42,no,0,0,0,no,0,0,0,si,no,si,ciudad,si,si,4,4,5,9,0,5,4,no,no,no,no,no,no,si,no,no,no,si,no,si,no,si,si,si,si,si,si,si,1,hombre,63,2,2,1,3,1,0,si,42
chapultepec,chapultepec,Tere,0.25,0,0,0.25,0,0,si,0.25,0,0,2009,disminuyo,disminuyo,1,si,100,si,1,si,1,no,0,si,0,no,tractor,criollo,1,600,2.4,900,3.6,1,0,0,no,si,10,0,10,no,0,0,0,no,0,0,0,si,no,si,campo,si,si,0,2,2,4,0,2,0,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,si,si,si,no,si,2,hombre,61,2,2,2,2,0,48,no,0
chapultepec,chapultepec,Sonia,0.5,0,0,0.5,0,0,si,0.5,0,0,2009,sincambio,aumento,1,si,250,si,2,no,0,no,0,no,2,no,tractor,criollo,1,2500,5,2500,5,0.4,0,0.6,si,si,10,0,10,no,0,0,0,no,0,0,0,si,si,si,otro,si,si,0,3,3,6,2,2,3,no,si,no,no,no,no,si,no,no,si,no,no,si,no,no,no,si,si,no,no,no,1,hombre,63,2,2,1,1,0,0,si,35
chapultepec,chapultepec,Pepe,0,0,0.25,0.25,0,4.75,si,5,0,0,2009,sincambio,disminuyo,1,si,NA,si,NA,no,0,no,0,si,1,no,tractor,criollo,2,NA,NA,NA,NA,0,0.5,0.5,si,si,0,100,100,no,0,0,0,si,5,0,5,si,no,no,campo,si,si,0,2,3,5,2,4,1,no,si,no,si,no,si,no,no,no,si,no,no,si,si,si,si,si,si,si,si,si,2,hombre,50,8,2,1,1,0,0,si,84
chapultepec,chapultepec,Pepe,1.5,0,0,1.5,0,0,si,0.5,0,0,2009,sincambio,disminuyo,1,si,NA,si,NA,no,0,no,0,si,4,no,tractor,criollo,1,NA,NA,1200,0.8,0.25,0,0.75,si,no,0,0,0,no,0,0,0,si,7,0,7,si,no,no,campo,si,si,1,1,2,3,0,3,2,no,si,no,no,no,si,si,no,no,no,no,no,si,no,si,si,si,si,si,no,si,2,hombre,60,2,2,3,1,0,72,si,30
chapultepec,chapultepec,Sonia,1,0,0,1,0,0,si,1,0,0,2009,sincambio,disminuyo,1,si,NA,si,NA,si,NA,no,0,si,1,no,tractor,criollo,1,1500,1.5,2100,2.1,0.09,0,0.91,si,si,12,0,12,no,0,0,0,no,0,0,0,si,no,no,campo,si,si,0,2,3,5,0,5,2,no,si,no,no,no,si,si,no,no,no,si,no,si,no,si,si,si,si,si,no,si,2,hombre,80,1,2,1,1,3,0,si,30
chapultepec,chapultepec,Sonia,0.5,0,0,0.5,0,0,no,0,0,0.5,1999,disminuyo,NA,1,si,1000,si,NA,no,0,no,0,si,4,no,yunta,criollo,1,NA,NA,2250,4.5,0.13,0,0.87,no,no,0,0,0,no,0,0,0,si,24,0,24,si,no,no,campo,si,si,0,3,4,7,1,6,0,no,no,no,no,no,no,si,no,no,no,no,no,si,no,si,si,si,si,si,no,si,1,mujer,47,4,2,3,2,0,48,no,0
chapultepec,chapultepec,Tere,0.2,0,0.2,0.4,0,0,no,0,0,0.4,2004,sincambio,NA,1,si,1000,si,3,si,NA,no,0,si,0,no,tractor,criollo,1,NA,NA,1050,2.6,0.5,0,0.5,no,si,5,0,5,no,0,0,0,no,0,0,0,si,no,no,ciudad,no,no,0,1,1,2,0,2,0,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,no,si,si,no,no,no,1,hombre,58,2,2,3,1,0,42,no,0
chapultepec,chapultepec,Tere,0.5,0,0,0.5,0,0,si,0.5,0,0,2009,sincambio,disminuyo,4,si,1000,si,4,si,3,si,5,no,6,no,tractor,criollo,1,600,1.2,1200,2.4,0.85,0.15,0,si,si,9,4,13,no,0,0,0,no,0,0,0,no,no,no,campo,si,no,1,3,4,7,0,4,3,no,no,no,no,no,si,no,no,no,si,si,no,si,no,no,no,si,si,si,no,no,1,hombre,73,2,2,3,1,3,48,si,4
chapultepec,chapultepec,Tere,0,0,1.5,1.5,0,0,si,1.5,0,0,2009,sincambio,disminuyo,2,no,0,si,2,no,0,no,0,no,5,no,tractor,criollo,2,3000,2,3000,2,0,0,1,si,no,0,0,0,no,0,0,0,si,10,0,10,no,no,no,ciudad,nose,nose,0,1,2,3,0,1,1,no,si,no,no,no,no,no,no,si,no,si,no,si,si,si,si,si,si,si,si,si,1,hombre,69,1,2,1,1,0,0,si,20
chapultepec,chapultepec,Sonia,0.25,0,0,0.25,0,0,si,0.25,0,0,2009,sincambio,disminuyo,1,si,250,si,4,si,1,si,1,no,0,no,tractor,criollo,1,1200,4.8,1200,4.8,1,0,0,no,si,30,0,30,no,0,0,0,no,0,0,0,si,no,si,otro,si,no,0,1,3,4,0,1,1,no,no,no,no,no,no,no,no,no,no,si,no,si,no,no,no,si,si,si,no,no,1,hombre,72,0,2,1,3,3,0,si,30
chapultepec,chapultepec,Pepe,3,0,1.25,4.25,3.5,0,si,0.75,0,0,2009,disminuyo,sincambio,1,si,300,si,1.5,no,0,no,0,no,10,no,tractor,criollo,2,3600,4.8,3600,4.8,0.5,0.5,0,no,si,35,75,110,no,0,0,0,no,0,0,0,si,no,no,campo,si,no,2,5,1,6,1,5,7,si,no,no,no,no,no,no,no,no,no,si,no,si,no,no,no,si,si,no,no,no,1,hombre,78,2,2,1,3,3,0,si,NA
chapultepec,chapultepec,Pepe,1,0,0,1,0,0,si,1,0,0,2009,sincambio,sincambio,1,si,250,si,0.5,no,0,no,0,si,5,no,tractor,criollo,1,1500,1.5,1500,1.5,0.33,0.67,0,no,si,30,20,50,no,0,0,0,no,0,0,0,si,no,no,campo,si,si,2,1,5,6,2,4,8,no,no,no,no,no,si,si,no,no,no,no,no,si,no,si,si,si,si,no,no,si,1,hombre,40,4,2,5,2,0,45,si,5
chapultepec,chapultepec,Tere,0,0,0.5,0.5,0,0,si,0.5,0,0,2009,disminuyo,disminuyo,1,si,250,si,2,no,0,no,0,no,4,no,yunta,criollo,1,900,1.8,2400,4.8,0.5,0.25,0.25,si,si,10,12,22,no,0,0,0,no,0,0,0,si,no,no,campo,si,si,1,2,3,5,1,2,2,no,si,no,no,no,si,no,no,no,si,si,no,si,no,no,no,si,si,no,no,no,4,hombre,37,4,2,4,1,0,35,no,0
chapultepec,chapultepec,Tere,2,0,0,2,0,0,si,1.75,0,0,2009,sincambio,disminuyo,1,si,NA,si,3,si,2,no,0,si,2,no,tractor,criollo,1,1200,0.7,2400,1.4,0.5,0.5,0,no,si,21,23,44,no,0,0,0,no,0,0,0,si,no,no,campo,nose,nose,2,1,2,3,0,2,3,no,no,si,no,no,no,si,no,no,no,si,no,si,no,si,si,si,si,si,no,no,2,hombre,72,1,2,1,1,3,0,si,24
chapultepec,chapultepec,Sonia,0.25,0,0,0.25,0,0,si,0.25,0,0,2009,disminuyo,disminuyo,1,si,100,si,2,no,0,no,0,si,2,no,tractor,criollo,1,NA,NA,900,3.6,1,0,0,no,si,9,0,7,no,0,0,0,no,0,0,0,si,si,si,campo,si,si,0,2,2,4,0,1,1,no,si,no,no,no,no,si,no,no,no,no,no,si,no,no,no,no,si,no,no,si,1,hombre,85,1,2,1,1,0,0,si,21
chapultepec,chapultepec,Sonia,1,0,0,1,0,0,si,1,0,0,2009,sincambio,sincambio,1,si,NA,si,NA,si,NA,no,0,si,0,no,yunta,criollo,1,NA,NA,2400,2.4,0.88,0,0.13,si,si,42,0,42,no,0,0,0,no,0,0,0,si,no,no,campo,si,si,0,3,4,7,0,2,1,si,si,no,no,no,no,no,no,no,no,si,no,si,no,no,no,si,si,no,no,no,1,hombre,74,0,2,1,1,3,0,si,36
chapultepec,chapultepec,Sonia,1,0,1,2,2,0,si,1,0,0,2009,sincambio,disminuyo,2,no,0,no,0,no,0,no,0,si,1,si,tractor,criollo,1,NA,NA,NA,NA,1,0,0,no,no,0,0,0,no,0,0,0,si,7,0,7,si,si,si,campo,si,si,0,1,2,3,0,1,0,no,no,no,no,si,no,no,no,no,no,no,no,si,no,no,no,no,si,no,no,no,1,mujer,57,2,2,1,2,0,48,no,0
chapultepec,chapultepec,Pepe,0,0,0.25,0.25,0.25,0,si,0.25,0,0,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,2,no,yunta,criollo,1,NA,NA,NA,NA,1,0,0,no,no,0,0,0,no,0,0,0,si,5,0,5,si,no,si,ciudad,si,si,0,1,3,4,1,1,0,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,si,no,si,no,no,no,1,mujer,70,1,2,8,3,0,0,no,0
chapultepec,chapultepec,Pepe,1,0,9,10,1.5,0,si,8,0,0,2009,disminuyo,aumento,4,si,2125,si,8,si,4,no,0,si,3,no,tractor,criollo,1,NA,NA,21000,2.6,0,0,1,si,no,0,0,0,no,0,0,0,si,10,0,10,si,no,no,otro,si,si,0,1,3,4,0,2,0,no,si,no,no,no,no,si,si,no,si,si,no,si,no,si,si,si,si,si,no,si,1,hombre,94,2,2,1,1,3,0,no,0
chapultepec,chapultepec,Pepe,1.25,0,0,1.25,0,0,si,0.25,0,1,2009,sincambio,sincambio,1,no,0,no,0,no,0,no,0,si,0,no,tractor,criollo,2,540,2.2,3510,2.8,1,0,0,no,si,7,0,7,no,0,0,0,si,3,0,3,si,si,si,campo,si,no,0,2,1,3,0,1,1,no,no,no,no,no,si,no,no,no,no,no,si,si,no,no,no,si,si,si,no,si,1,hombre,66,1,2,2,1,0,42,si,8
chapultepec,chapultepec,Sonia,0,0,1,1,0,0,no,0,0,1,2007,sincambio,NA,1,si,500,si,3,no,0,no,0,si,0,no,tractor,criollo,1,NA,NA,4000,4,0,0,1,no,no,0,0,0,no,0,0,0,si,3,0,3,no,no,no,campo,si,no,0,1,2,3,0,2,0,no,no,no,no,no,no,si,no,no,no,no,no,si,si,si,si,si,si,si,si,si,1,hombre,59,6,4,2,2,0,48,no,0
chapultepec,chapultepec,Sonia,1.5,0,0,1.5,0,0,si,1.5,0,0,2009,sincambio,sincambio,1,si,500,si,3,no,0,no,0,si,2,no,tractor,criollo,2,NA,NA,2400,1.6,0.63,0,0.38,no,si,14,0,14,no,0,0,0,no,0,0,0,si,no,si,campo,si,no,2,3,1,4,1,1,1,no,si,no,no,no,si,no,no,no,no,no,no,si,no,si,si,si,si,si,no,si,1,hombre,40,5,4,3,1,0,21,si,30
chapultepec,chapultepec,Tere,1,0,0,1,0,0,si,0.5,0.5,0,2009,sincambio,disminuyo,1,si,500,si,4,no,0,no,0,no,6,no,tractor,hibrido,1,NA,NA,2000,4,0,0,1,no,no,0,0,0,no,0,0,0,si,7,0,7,no,no,no,campo,si,nose,0,3,3,6,0,4,3,no,si,no,no,no,si,no,no,no,no,si,no,si,no,si,no,si,si,si,si,si,1,hombre,52,4,5,2,2,0,48,si,16
chapultepec,chapultepec,Tere,0.25,0,0,0.25,0,0,si,0.25,0,0,2009,sincambio,disminuyo,2,si,50,no,0,no,0,no,0,si,2,no,tractor,criollo,1,NA,NA,420,1.7,0.71,0,0.29,no,si,5,0,0,no,0,0,0,no,0,0,0,no,si,no,campo,si,nose,2,2,1,3,0,3,2,no,si,no,no,no,no,si,no,no,no,no,no,si,no,si,si,si,si,si,no,si,1,hombre,40,4,2,2,2,0,48,si,6
chapultepec,chapultepec,Tere,0.38,0,0,0.38,0,0,no,0,0,0.38,2005,disminuyo,NA,1,no,0,no,0,no,0,no,0,no,3,no,tractor,criollo,1,NA,NA,1440,3.8,0,0,1,no,no,0,0,0,no,0,0,0,si,18,0,0,no,si,si,ciudad,nose,nose,1,2,2,4,0,1,0,no,no,no,no,no,no,si,no,no,no,no,no,si,no,si,no,si,si,no,no,no,1,hombre,49,4,3,2,2,0,52,no,0
chapultepec,chapultepec,Sonia,0,0,0.25,0.25,0,0,no,0,0,0.25,2001,disminuyo,NA,1,si,NA,si,NA,si,NA,no,0,si,6,no,yunta,criollo,1,NA,NA,NA,NA,0.5,0,0.5,no,no,0,0,0,no,0,0,0,si,8,0,8,si,no,si,campo,si,si,0,2,1,3,0,2,0,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,no,si,si,si,no,si,2,hombre,52,4,2,4,1,0,18,no,0
chapultepec,chapultepec,Sonia,1,0,0,1,0,5,si,6,0,0,2009,disminuyo,sincambio,1,si,2000,si,12,no,0,no,0,si,0,no,tractor,criollo,3,NA,NA,13000,2.2,0.06,0.15,0.78,no,si,18,84,102,no,0,0,0,no,0,0,0,si,si,si,ciudad,no,nose,1,3,3,6,0,4,1,no,si,no,no,no,no,si,no,no,no,no,no,si,no,si,si,si,si,si,no,si,1,hombre,64,2,2,1,1,0,0,si,48
chapultepec,chapultepec,Pepe,0.36,0,1,1.36,0.68,0,si,0.68,0,0,2009,sincambio,disminuyo,1,si,NA,no,0,no,0,no,0,no,8,no,tractor,criollo,2,NA,NA,420,0.6,0.5,0.5,0,no,si,5,50,55,no,0,0,0,no,0,0,0,si,no,no,campo,si,si,0,1,1,2,0,1,2,no,no,no,no,no,si,no,no,no,no,no,no,si,no,no,si,si,si,si,no,si,2,hombre,49,9,2,4,1,0,35,si,35
chapultepec,chapultepec,Pepe,0.75,0,0,0.75,0.75,0,si,0.75,0,0,2009,sincambio,disminuyo,2,si,750,si,2,no,0,no,0,no,5,no,tractor,NA,NA,NA,NA,1000,1.3,1,0,0,si,si,17,0,17,no,0,0,0,no,0,0,0,si,no,no,campo,nose,si,0,2,6,8,4,1,1,no,no,no,no,no,no,si,no,no,si,no,no,si,no,si,no,si,si,si,si,no,2,hombre,38,8,3,5,2,0,106,si,8
chapultepec,chapultepec,Pepe,0.25,0,0,0.25,0,0,si,0.25,0,0,2009,sincambio,disminuyo,3,si,100,si,1,si,1,no,0,no,0,no,tractor,criollo,1,NA,NA,1500,6,1,0,0,no,si,6,0,6,no,0,0,0,si,14,0,14,si,si,si,ciudad,si,no,0,2,1,3,0,2,1,no,no,no,no,no,si,no,no,no,no,no,no,si,no,si,si,si,si,no,no,no,1,hombre,75,1,2,2,1,0,24,si,18
chapultepec,chapultepec,Sonia,0.5,0,0,0.5,0,0,si,0.5,0,0,2009,sincambio,disminuyo,2,si,500,si,2,no,0,no,0,no,1,no,yunta,hibrido,1,NA,NA,1200,2.4,0.13,0.88,0,no,no,0,0,0,no,0,0,0,si,10,0,10,si,no,si,NA,si,NA,0,3,3,6,0,4,1,no,no,no,no,no,no,si,no,no,no,no,no,si,no,si,no,si,si,no,no,no,1,hombre,68,1,2,1,3,0,0,si,35
chapultepec,chapultepec,Pepe,0.75,0,0,0.75,0,0.3,si,1,0,0,2009,sincambio,sincambio,1,no,0,si,1,no,0,no,0,no,5,no,tractor,criollo,1,NA,NA,3600,3.6,0,1,0,no,si,0,70,70,no,0,0,0,si,2,0,2,no,no,no,campo,si,si,1,1,5,6,2,3,3,no,no,no,no,no,no,si,no,no,no,no,no,si,no,si,si,si,si,si,no,si,1,hombre,68,1,2,1,1,0,0,si,42
chapultepec,chapultepec,Sonia,1,0,0,1,0,0.5,si,1.5,0,0,2009,sincambio,disminuyo,1,no,0,no,0,no,0,no,0,si,1,no,tractor,criollo,3,NA,NA,600,0.4,1,0,0,si,si,10,0,10,no,0,0,0,no,0,0,0,si,NA,NA,campo,si,nose,0,1,2,3,0,2,2,no,no,no,no,no,si,si,no,no,no,no,no,si,no,no,no,si,si,si,no,no,1,hombre,76,0,2,1,3,0,0,si,74
chapultepec,chapultepec,Pepe,2,0,0,2,0,0,si,1.75,0,0,2009,aumento,disminuyo,2,si,2000,si,6,no,0,no,0,si,1,no,tractor,NA,NA,NA,NA,8000,4.6,0,0.5,0.5,si,si,0,80,80,no,0,0,0,si,10,0,10,si,no,si,campo,si,si,0,3,1,4,0,2,2,no,si,si,si,no,si,no,no,no,si,no,no,si,no,si,si,si,si,si,no,no,1,hombre,50,4,2,1,1,0,60,si,24
chapultepec,chapultepec,Pepe,1,0,0,1,0,0,si,1,0,0,2009,sincambio,disminuyo,1,si,200,si,4,no,0,no,0,no,3,no,tractor,NA,NA,NA,NA,3000,3,0.95,0,0.05,si,no,0,0,0,no,0,0,0,si,24,0,24,si,si,NA,campo,si,si,3,3,3,6,0,4,3,no,si,no,no,no,si,si,no,no,no,si,si,si,no,no,no,si,si,si,no,si,1,hombre,85,1,2,5,2,3,48,si,3
chapultepec,chapultepec,Sonia,0,0,0.25,0.25,0,0,si,0.25,0,0,2009,disminuyo,sincambio,1,si,500,si,2,si,2,si,0.5,no,0,no,yunta,criollo,1,NA,NA,1380,5.5,1,0,0,no,si,21,0,21,no,0,0,0,no,0,0,0,si,no,no,ciudad,si,no,0,2,2,4,0,2,1,no,no,no,no,no,no,si,no,no,no,no,no,si,no,no,no,si,si,no,no,no,1,hombre,70,2,2,1,3,0,0,si,6
chapultepec,chapultepec,Sonia,0.5,0,1.25,1.75,0,2,si,3.75,0,0,2009,sincambio,sincambio,1,si,1000,si,8,no,0,no,0,si,5,no,yunta,criollo,1,15000,4,15000,4,0.03,0.07,0.9,no,si,9,20,29,no,0,0,0,no,0,0,0,si,no,si,campo,si,nose,0,3,0,3,0,2,1,si,si,no,si,no,no,no,no,no,no,no,no,si,no,no,si,si,si,si,no,no,1,hombre,70,1,2,2,1,0,0,si,16
chapultepec,chapultepec,Tere,0.5,0,0,0.5,0,0,si,0.5,0,0,2009,disminuyo,disminuyo,1,no,0,si,20,no,0,no,0,si,7,no,yunta,criollo,1,1800,3.6,1800,3.6,1,0,0,no,si,14,0,14,no,0,0,0,no,0,0,0,si,no,no,campo,nose,si,0,1,1,2,0,1,1,no,si,no,no,no,no,no,no,no,no,no,no,si,no,no,no,si,no,no,no,si,1,hombre,NA,NA,2,1,1,0,0,si,56
chapultepec,chapultepec,Tere,0,0,0.5,0.5,0,0.5,si,1,0,0,2009,sincambio,sincambio,2,si,100,si,2,no,0,no,0,no,5,no,tractor,criollo,1,3000,3,3000,3,0.24,0,0.76,no,si,9,0,9,no,0,0,0,no,0,0,0,no,no,no,campo,si,nose,0,1,2,3,1,2,1,no,si,no,no,no,no,si,no,no,no,no,no,si,no,si,si,si,si,si,no,si,2,hombre,52,4,4,3,2,0,48,si,10
chapultepec,chapultepec,Tere,1,0,0,1,0,0,si,1,0,0,2009,sincambio,aumento,2,si,50,si,2,no,0,no,0,si,8,no,tractor,hibrido,1,750,0.8,750,0.8,0,0,1,si,no,0,0,0,no,0,0,0,si,21,0,21,si,no,no,campo,NA,nose,6,3,3,6,0,6,1,no,si,no,no,no,no,si,no,no,si,no,no,si,si,si,si,si,si,si,si,si,1,hombre,60,2,2,1,1,0,48,si,42
almoloya,paredon,Sonia,2,0,0,2,0,0,si,2,0,0,2009,sincambio,disminuyo,1,si,1250,si,2,no,0,no,0,si,1,si,tractor,criollo,2,5000,2.5,6000,3,0.5,0.33,0.17,si,si,9,38,47,no,0,0,0,no,0,0,0,si,si,si,campo,si,no,0,3,2,5,1,3,2,no,si,no,no,no,si,si,no,no,si,si,no,si,no,si,si,si,si,si,no,no,1,hombre,50,2,1,1,1,0,0,si,48
almoloya,paredon,Sonia,6.4,0,0,6.4,0,0,si,6.4,0,0,2009,sincambio,disminuyo,2,si,5000,si,12,si,12,no,0,si,0,no,tractor,criollo,1,20000,3.1,10000,1.6,0.3,0.7,0,si,si,0,135,135,no,0,0,0,si,10,0,10,si,si,si,campo,si,si,1,1,1,2,0,1,1,no,no,no,si,no,no,no,no,no,si,no,no,si,no,si,si,si,si,si,no,si,1,hombre,68,1,2,1,1,0,0,si,28
almoloya,paredon,Tere,9,0,0,9,0,0,si,9,0,0,2009,sincambio,disminuyo,2,si,NA,si,NA,no,0,no,0,no,2,no,tractor,hibrido,1,5000,0.6,9000,1,0,1,0,si,si,0,173,173,no,0,0,0,si,14,0,14,si,si,si,campo,si,si,0,4,1,5,0,1,4,no,no,no,si,no,no,no,no,no,si,si,no,si,no,si,si,si,si,si,no,si,2,hombre,50,1,2,1,1,0,0,si,28
almoloya,paredon,Tere,0.5,0,0,0.5,0,0,si,0.5,0,0,2009,sincambio,disminuyo,1,si,NA,si,NA,no,0,no,0,no,2,no,tractor,criollo,1,500,1,750,1.5,0.5,0.5,0,no,si,9,7,16,no,0,0,0,no,0,0,0,si,si,si,campo,si,si,1,3,2,5,0,3,1,no,no,no,no,no,si,si,no,no,no,si,no,si,no,si,si,si,si,si,no,si,1,mujer,34,2,2,8,3,1,0,no,0
almoloya,paredon,Sonia,1.5,0,0,1.5,0,0,si,1.5,0,0,2009,sincambio,disminuyo,1,si,500,si,3,no,0,no,0,si,0,si,tractor,criollo,2,4000,2.7,4000,2.7,0.5,0.5,0,si,si,15,39,54,no,0,0,0,no,0,0,0,si,si,si,campo,si,si,2,1,2,3,0,3,1,no,no,no,si,no,no,no,no,no,si,si,no,si,no,no,no,si,si,no,no,no,1,hombre,36,2,2,1,1,0,0,si,21
