municipio,comunidad,entrevistador,area_ejidatario,area_posesionario,area_propietario,area_total,area_rentada,area_ajena,cultivo_maiz,ha_maiz,ha_pastura,ha_vacantes,ultimo_ano_maiz,cambio_area_maiz,cambio_rendimiento_maiz,destino_tierra_donada,fertilizante,fertilizante_kg,herbicida,herbicida_lt,insecticida,insecticida_lt,fungicida,fungicida_lt,contratacion,familiares_trabajando,riego,labranza,variedad_maiz,variedad_numero,produccion_2009,rendimiento_2009,produccion_2008,rendimiento_2008,uso_domestico,uso_forraje,uso_venta,procampo,grano,grano_humano,grano_animal,grano_total,hari,hari_humano,hari_animal,hari_total,tortilla,tortilla_humano,tortilla_animal,tortilla_total,campesino,productor,agricultor,percepcion_comunidad,hijos_permanencia,maiz_10anos,ninos_mas_12,hombres_mas_12,mujeres_mas_12,total_personas_mas_12,estudiantes_mas_12,personas_contribuyendo,personas_cultivo,economia_separado,ingreso_maiz,ingreso_otros_cultivos,ingreso_gado,ingreso_trabajador_campo,ingreso_no_asalariado,ingreso_con_salario,ingreso_jubilacion,ingreso_remesas,ingreso_programas,ingreso_otros_apoyos,ingreso_otros,electricidad,internet,celular,automotor,tv,estufa,refrigerador,computadora,lavadora,personas_casa,sexo_jefe_familia,edad,escolaridad,lugar_trabajo,sector,pago,ingresos_extra,hr_no_agricultura,agricultura,hr_agricultura
almoloya,paredon,Sonia,4,0,0,4,0,0,si,4,0,0,2009,sincambio,disminuyo,1,si,250,si,2,no,0,no,0,si,0,si,tractor,criollo,2,2760,0.7,3000,0.8,0.4,0.6,0,no,si,18,35,53,no,0,0,0,no,0,0,0,si,no,no,campo,no,si,0,1,2,3,0,3,3,no,no,no,si,no,no,no,no,no,no,si,no,si,no,no,no,si,si,no,no,no,1,mujer,70,1,2,1,1,3,0,si,30
almoloya,paredon,Pepe,4,0,0,4,0,0,si,4,0,0,2009,sincambio,disminuyo,1,si,2000,si,10,si,2,no,0,si,2,no,tractor,criollo,2,10000,2.5,14000,3.5,0.21,0.79,0,si,si,0,212,212,no,0,0,0,si,28,0,28,si,si,si,campo,si,si,0,3,1,4,0,4,1,no,no,no,si,no,no,si,no,no,si,si,no,si,no,no,no,si,si,no,no,no,1,hombre,69,1,2,1,1,0,0,si,48
almoloya,paredon,Pepe,3.5,0,0,3.5,0,0,si,3.5,0,0,2009,sincambio,sincambio,1,si,NA,si,NA,si,NA,no,0,si,2,no,tractor,criollo,2,NA,NA,NA,NA,NA,NA,0,si,si,10,NA,NA,no,0,0,0,no,0,0,0,si,no,si,campo,si,si,1,3,2,5,0,2,1,no,no,no,si,no,no,no,no,no,si,si,no,si,no,si,si,si,si,si,no,si,1,hombre,73,1,2,1,1,3,0,si,42
almoloya,paredon,Pepe,8,0,0,8,0,0,si,5,0,3,2009,disminuyo,disminuyo,1,si,5000,si,NA,si,4,no,0,si,0,si,tractor,hibrido,2,15000,3,35000,4.4,0.14,0.86,0,si,si,15,1000,1015,no,0,0,0,no,0,0,0,si,si,si,otro,no,no,1,2,4,6,0,4,2,no,no,no,si,no,no,no,no,no,si,si,no,si,no,si,si,si,si,no,no,no,1,hombre,64,1,2,1,1,0,0,si,56
almoloya,paredon,Pepe,0,2.5,0,2.5,0,2,si,2,0,0,2009,aumento,disminuyo,2,si,2000,si,200,no,0,no,0,si,0,si,tractor,criollo,2,NA,NA,3000,1.2,0.17,0.83,0,si,no,0,50,50,no,0,0,0,si,7,0,7,si,si,si,campo,no,nose,1,1,2,3,0,2,1,no,no,no,si,no,si,no,no,no,si,no,no,si,no,no,si,si,si,no,no,no,1,hombre,65,2,2,1,1,0,0,si,36
almoloya,paredon,Sonia,9,3,0,12,0,0,si,10,0,0,2009,sincambio,disminuyo,2,si,8000,si,36,si,4,no,0,si,3,si,tractor,criollo,2,30000,3,30000,3,0.05,0.95,0,si,si,22,550,572,no,0,0,0,no,0,0,0,si,si,si,campo,si,si,3,1,3,4,0,1,4,no,no,no,si,no,no,no,no,no,si,no,no,si,no,no,si,si,si,no,no,no,1,hombre,40,2,2,1,1,0,0,si,56
almoloya,paredon,Sonia,8,0,0,8,0,0,si,8,0,0,2009,sincambio,aumento,2,si,4000,si,32,si,8,si,8,si,3,si,tractor,hibrido,2,32000,4,32000,4,0.1,0.4,0.5,si,si,10,246,256,no,0,0,0,no,0,0,0,si,si,si,campo,si,si,0,3,1,4,0,1,4,no,no,no,si,no,no,no,no,no,si,no,no,si,no,no,si,si,si,si,no,no,1,hombre,63,2,2,1,1,0,0,si,56
almoloya,paredon,Sonia,20,0,0,20,0,0,si,20,0,0,2009,sincambio,disminuyo,2,si,6000,si,60,si,20,no,0,si,2,si,tractor,criollo,2,NA,NA,40000,2,0.03,0.9,0.08,si,si,10,692,702,no,0,0,0,no,0,0,0,si,si,no,campo,si,NA,1,3,3,6,0,3,6,no,si,no,si,no,si,no,no,no,si,si,no,si,no,si,si,si,si,si,no,no,1,hombre,40,4,2,1,1,0,0,si,84
almoloya,paredon,Tere,2,0,0,2,0,0,si,2,0,0,2009,sincambio,disminuyo,1,si,2000,si,5,no,0,no,0,si,2,no,tractor,criollo,1,1000,0.5,2000,1,0.6,0.4,0,si,si,10,15,25,no,0,0,0,no,0,0,0,si,si,si,campo,si,si,0,3,1,4,0,3,3,no,no,no,si,no,no,si,no,no,si,si,no,si,no,si,no,si,si,si,no,no,4,hombre,55,0,4,2,2,0,84,si,14
almoloya,paredon,Tere,0,0,4,4,0,2,si,4,0,0,2009,sincambio,disminuyo,2,si,4000,si,1.5,no,0,no,0,si,0,no,tractor,criollo,1,12000,3,22000,5.5,0,1,0,si,si,0,423,423,no,0,0,0,si,20,0,20,si,no,si,otro,nose,si,0,1,3,4,2,1,1,no,no,si,no,no,no,no,no,si,no,si,no,si,no,si,si,si,si,si,si,no,1,hombre,41,4,2,1,1,0,0,si,50
almoloya,paredon,Tere,2,0,0,2,0,0,no,0,0,0,2008,sincambio,sincambio,NA,si,NA,si,NA,no,0,no,0,si,0,si,tractor,criollo,1,NA,NA,3000,1.5,0,1,0,si,si,0,58,58,no,0,0,0,si,10,0,10,si,no,si,campo,nose,nose,1,1,1,2,0,1,0,no,no,no,si,no,no,no,no,no,si,no,no,si,no,si,si,si,si,si,no,no,2,hombre,42,3,2,1,1,0,0,si,56
almoloya,paredon,Pepe,3.5,0,0,3.5,0,0,si,3.5,0,0,2009,sincambio,disminuyo,1,si,6125,si,200,no,0,no,0,si,0,si,tractor,criollo,1,2000,0.6,4000,1.1,0.13,0.88,0,si,si,10,60,70,no,0,0,0,no,0,0,0,si,no,si,campo,no,si,0,1,1,2,0,1,1,no,no,no,si,no,no,no,no,no,si,no,no,si,no,si,no,si,si,si,no,no,1,hombre,68,1,2,1,1,0,0,si,42
almoloya,paredon,Pepe,0,0,7,7,0,0,si,7,0,0,2009,sincambio,aumento,2,si,4900,si,4,no,0,no,0,no,4,si,tractor,criollo,3,NA,6,NA,2.5,0.08,0.92,0,si,si,20,370,390,no,0,0,0,no,0,0,0,si,si,si,campo,si,si,0,1,5,6,0,1,6,no,no,no,si,no,no,no,no,no,si,no,no,si,no,si,si,si,si,si,no,si,2,hombre,55,2,2,1,1,0,0,si,28
almoloya,paredon,Pepe,0,0,0,0,0,3,si,3,0,0,2009,sincambio,disminuyo,1,si,3000,si,6,no,0,no,0,si,0,no,tractor,criollo,1,NA,NA,12000,4,0.08,0.92,0,no,si,20,212,232,no,0,0,0,no,0,0,0,si,si,si,campo,si,si,2,1,1,2,0,2,1,no,no,no,si,no,no,no,no,no,no,no,no,si,no,si,si,si,si,si,no,no,1,hombre,32,4,2,1,1,0,0,si,84
almoloya,paredon,Pepe,2,0,0,2,1,0,si,2,0,0,2009,disminuyo,sincambio,1,si,5000,si,1,no,0,no,0,si,0,si,tractor,criollo,1,NA,NA,2000,2,0.5,0,0.5,si,no,0,0,0,no,0,0,0,si,3,0,3,si,no,si,campo,si,si,0,1,1,2,0,1,0,no,si,no,no,no,no,no,no,no,si,si,no,si,no,si,no,si,si,si,no,no,1,hombre,88,0,2,1,1,1,0,no,0
almoloya,paredon,Pepe,0,0,0,0,0,0.75,si,0.75,0,0,2008,NA,NA,1,si,50,si,1,no,0,no,0,no,3,no,tractor,criollo,2,NA,NA,3000,4,1,0,0,no,no,0,0,0,no,0,0,0,si,7,0,7,no,no,no,campo,nose,si,1,2,2,4,1,2,0,no,no,no,no,no,si,no,no,no,no,si,no,si,no,si,no,si,si,si,no,no,1,hombre,41,4,2,2,1,0,20,no,0
almoloya,paredon,Pepe,0,0,2.5,2.5,0,0,si,2,0,0.5,2009,disminuyo,sincambio,1,si,800,si,1600,no,0,no,0,no,5,no,tractor,criollo,1,NA,NA,NA,NA,0,1,0,si,si,0,NA,NA,no,0,0,0,si,14,0,14,si,no,si,campo,nose,si,0,3,3,6,2,4,3,no,no,no,si,no,si,no,no,no,si,si,no,si,no,si,si,si,si,si,no,si,2,hombre,47,4,4,3,1,0,49,si,5
almoloya,paredon,Sonia,2,0,0,2,0,0,si,2,0,0,2009,sincambio,sincambio,2,no,0,si,3,no,0,no,0,no,1,si,tractor,criollo,2,NA,NA,8000,4,0.07,0,0.93,si,si,7,0,7,no,0,0,0,no,0,0,0,si,si,si,campo,si,si,1,2,2,4,1,2,2,no,si,no,no,no,si,no,no,no,si,no,no,si,no,si,si,si,si,no,si,si,1,hombre,47,4,2,3,1,0,70,si,6
almoloya,paredon,Pepe,4,0,0,4,0,0,si,4,0,0,2009,aumento,sincambio,1,si,2000,si,20,no,0,no,0,si,2,si,tractor,criollo,1,NA,NA,NA,NA,0.5,0,0.5,si,si,NA,0,NA,no,0,0,0,no,0,0,0,si,no,si,campo,nose,si,0,4,2,6,2,2,4,no,si,no,si,no,si,no,no,no,si,si,no,si,no,no,si,si,si,no,no,no,1,hombre,NA,0,4,3,1,0,28,si,12
almoloya,paredon,Tere,5.25,0,2,7.25,0,0,si,7.25,0,0,2009,sincambio,disminuyo,1,si,7000,si,10,si,12,si,12,no,7,no,tractor,criollo,2,7000,1,15000,2.1,0.2,0.8,0,si,si,40,231,271,no,0,0,0,no,0,0,0,si,NA,NA,campo,nose,si,2,3,1,4,0,3,3,no,no,no,si,no,no,si,no,no,si,si,no,si,no,no,si,si,si,no,no,no,1,hombre,75,1,2,1,1,3,0,si,21
almoloya,paredon,Tere,1,0,0,1,0,0,si,1,0,0,2009,sincambio,disminuyo,1,si,480,si,1000,no,0,no,0,no,5,si,tractor,criollo,1,1500,1.5,1800,1.8,1,0,0,si,si,32,0,32,no,0,0,0,no,0,0,0,si,NA,NA,campo,si,si,0,3,3,6,1,5,4,no,no,no,no,si,no,no,no,no,si,si,no,si,no,si,no,si,si,no,no,no,1,mujer,54,0,2,8,3,0,0,no,0
almoloya,paredon,Tere,6.5,0,0,6.5,0,0,si,6.5,0,0,2009,sincambio,disminuyo,1,si,600,si,7,si,18,no,0,si,3,si,tractor,criollo,1,NA,NA,11700,1.8,0.5,0.5,0,si,si,42,112.5,154.5,no,0,0,0,no,0,0,0,si,NA,NA,campo,si,si,0,4,4,8,0,7,3,no,no,no,si,no,no,si,no,no,si,si,no,si,no,no,si,si,si,si,no,si,1,hombre,56,2,1,1,1,0,0,si,84
almoloya,paredon,Sonia,0,2,0,2,0,0,no,0,0,0,2006,sincambio,NA,1,si,600,si,8,no,0,no,0,si,2,no,tractor,criollo,1,NA,NA,6000,3,0.5,0.5,0,no,si,10,40,50,no,0,0,0,no,0,0,0,si,si,no,campo,si,si,0,2,2,4,1,1,0,no,no,si,no,no,no,no,no,no,no,no,no,si,no,si,si,si,si,no,no,no,1,hombre,55,2,2,1,1,0,0,si,14
almoloya,paredon,Sonia,2.5,0,0,2.5,0,0,si,2.5,0,0,2009,sincambio,disminuyo,1,si,1000,si,10,no,0,no,0,si,0,no,tractor,criollo,2,NA,NA,15000,6,0.03,0.97,0,si,si,5,60,65,no,0,0,0,no,0,0,0,si,no,si,campo,si,si,0,0,3,3,1,2,1,no,no,no,si,no,no,no,no,no,si,si,no,si,no,si,no,si,si,no,no,no,1,mujer,85,0,2,1,1,3,0,si,20
almoloya,paredon,Sonia,2,0,0,2,0,0,si,2,0,0,2009,sincambio,sincambio,1,si,800,si,6,si,2,no,0,si,6,no,tractor,criollo,2,NA,NA,6000,3,0.5,0.5,0,si,si,35,60,95,no,0,0,0,no,0,0,0,si,no,si,campo,si,si,0,7,3,10,0,2,10,no,no,no,si,no,no,no,no,no,si,si,no,si,no,si,si,si,si,si,no,si,1,hombre,52,1,2,1,1,0,0,si,14
almoloya,paredon,Sonia,6,0,0,6,0,0,si,6,0,0,2009,sincambio,sincambio,1,si,500,si,12,si,4,no,0,si,0,no,tractor,criollo,1,NA,NA,5000,0.8,0.4,0.6,0,si,si,6,215,221,no,0,0,0,no,0,0,0,si,si,si,campo,NA,si,1,1,1,2,0,1,1,no,no,no,si,no,no,no,no,no,si,no,no,si,no,si,si,si,si,si,no,si,1,hombre,68,1,2,1,1,0,0,si,21
almoloya,paredon,Tere,2,0,0,2,0,0,si,1,1,0,2009,sincambio,disminuyo,1,si,500,si,4,no,0,no,0,si,1,no,tractor,criollo,1,1000,1,1500,1.5,0.33,0.67,0,si,si,3,20,23,no,0,0,0,no,0,0,0,si,NA,NA,campo,si,si,0,1,1,2,0,2,2,no,no,no,si,no,no,no,no,no,si,si,no,si,no,no,no,si,si,no,no,si,2,hombre,75,0,2,1,1,3,0,si,56
almoloya,paredon,Sonia,0,4,1,5,0,0,si,4,0,1,2009,sincambio,disminuyo,1,si,1000,si,7,no,0,no,0,no,1,no,tractor,criollo,2,3000,0.8,NA,NA,0.67,0.33,0,si,si,35,20,55,no,0,0,0,no,0,0,0,si,no,si,campo,si,si,1,1,3,4,1,2,2,no,no,no,si,no,no,no,no,no,si,si,no,si,no,no,si,si,si,si,no,si,1,hombre,73,1,2,1,1,3,0,si,10
almoloya,paredon,Sonia,2,0,0,2,0,0,si,2,0,0,2009,sincambio,disminuyo,1,si,1500,si,4,no,0,no,0,si,0,no,tractor,criollo,1,NA,NA,1000,0.5,1,0,0,si,si,2,0,3,no,0,0,0,no,0,0,0,si,no,si,campo,si,si,0,1,3,4,0,1,1,no,no,no,no,no,no,no,no,no,si,si,no,si,no,no,no,si,si,no,no,no,1,hombre,78,0,2,1,1,3,0,si,12
almoloya,paredon,Sonia,1,0,1,2,0,0,si,2,0,0,2009,sincambio,disminuyo,1,si,NA,si,NA,si,NA,no,0,si,4,si,tractor,hibrido,2,NA,NA,3000,1.5,0.5,0,0.5,si,si,10,0,10,no,0,0,0,no,0,0,0,no,no,si,otro,nose,no,0,3,2,5,2,1,1,no,si,no,no,no,si,no,no,no,si,no,no,si,no,si,si,si,si,si,no,no,2,hombre,NA,2,4,3,1,0,48,si,8
almoloya,paredon,Sonia,1,0,0,1,0,0,si,0.5,0,0,2009,sincambio,disminuyo,4,si,NA,si,NA,si,NA,no,0,no,3,si,tractor,criollo,1,NA,NA,1000,2,0.5,0.5,0,si,si,5,18,23,no,0,0,0,no,0,0,0,si,no,si,campo,si,NA,0,1,1,2,0,3,1,no,no,no,no,no,si,si,no,no,si,si,no,si,no,no,no,no,si,no,no,no,2,hombre,60,1,2,3,1,0,48,si,12
almoloya,paredon,Sonia,3,0,0,3,0,0,si,3,0,0,2009,sincambio,disminuyo,1,si,500,si,3,no,0,no,0,si,4,si,tractor,criollo,1,2000,0.7,5000,1.7,0.5,0.5,0,si,si,30,77,107,no,0,0,0,no,0,0,0,si,si,si,campo,si,si,0,3,1,4,0,4,4,no,no,no,no,no,si,si,no,no,si,si,no,si,no,no,no,no,si,no,no,no,1,mujer,69,0,2,2,1,1,NA,si,48
almoloya,paredon,Sonia,3.7,0,0,3.7,0,0,si,2,0,1,2009,disminuyo,sincambio,1,si,5000,si,5,no,0,no,0,no,1,no,tractor,criollo,1,4000,2,3000,1.5,0.33,0.67,0,si,si,9,40,49,no,0,0,0,no,0,0,0,si,no,si,campo,NA,si,0,1,2,3,0,1,1,no,no,no,si,no,no,no,no,no,si,si,no,si,no,no,no,si,si,si,no,si,1,hombre,70,0,2,1,1,3,0,si,36
almoloya,paredon,Tere,0.5,0,0,0.5,0,0,si,0.5,0,0,2009,sincambio,disminuyo,2,si,100,si,2,no,0,no,0,no,3,si,tractor,criollo,1,3000,6,4000,8,0.25,0.75,0,si,si,7,60,67,no,0,0,0,no,0,0,0,si,si,si,campo,nose,si,3,4,3,7,0,6,5,no,no,no,si,si,no,si,no,no,si,si,no,si,no,no,no,si,si,no,no,no,2,hombre,48,1,2,1,1,0,0,no,48
almoloya,paredon,Sonia,0,0.5,0,0.5,0,0,si,0.5,0,0,2009,sincambio,sincambio,2,si,500,si,2,no,0,no,0,si,0,si,tractor,criollo,1,2000,4,3500,7,0.14,0.86,0,si,si,5,58,63,no,0,0,0,no,0,0,0,no,no,no,campo,NA,si,3,1,1,2,0,2,2,no,no,no,no,no,si,si,no,no,si,no,no,si,no,si,si,si,si,si,no,si,1,hombre,47,4,2,4,2,0,42,si,2
almoloya,paredon,Tere,3,0,0,3,0,0,si,3,0,0,2009,sincambio,disminuyo,1,si,NA,si,NA,no,0,no,0,si,1,si,tractor,hibrido,2,5000,1.7,7000,2.3,0.07,0.93,0,si,si,15,125,140,no,0,0,0,no,0,0,0,si,no,si,campo,nose,si,3,1,2,3,0,3,1,no,no,no,si,no,si,no,no,no,si,si,no,si,no,si,si,si,si,si,no,si,2,hombre,43,5,2,1,1,0,0,si,84
almoloya,paredon,Sonia,2,0,0,2,0,0,si,2,0,0,2009,disminuyo,disminuyo,1,si,2000,si,4,no,0,no,0,no,3,no,tractor,criollo,1,2700,1.4,1800,0.9,0.33,0.65,0.02,no,si,12,38,50,no,0,0,0,no,0,0,0,si,no,si,campo,NA,si,0,5,1,6,0,2,5,no,si,no,no,no,no,no,no,no,no,si,no,si,no,no,no,si,no,no,no,no,1,hombre,68,1,2,1,1,0,0,si,30
almoloya,paredon,Sonia,0,0,0,0,0,2,si,2,0,0,2009,sincambio,disminuyo,2,si,1000,si,4,si,1,no,0,no,2,no,tractor,criollo,1,3000,1.5,4000,2,0.5,0,0.5,no,si,28,0,28,no,0,0,0,no,0,0,0,si,si,no,campo,no,si,2,2,2,4,0,1,1,no,si,no,no,no,no,si,no,no,no,si,no,si,no,no,si,si,no,no,no,no,1,hombre,NA,4,2,4,2,0,84,si,28
